quote_id,section,labels,quotation,title,url
1897,Introduction,['Formal description/analysis'],"In this work, we
provide an analytic exposition of the two metrics as
examples of the Grassmann kernels, and contrast the two metrics with other metrics used in the literature.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1899,Introduction,['Unifying ideas or integrating components'],"However, these methods adopt an inconsistent
strategy: feature extraction is performed in the Euclidean space when non-Euclidean distances are used.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1900,Introduction,"['Simplicity', 'Theoretical guarantees']","This inconsistency can result in complications and
weak guarantees.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1901,Introduction,"['Simplicity', 'Theoretical guarantees']","In our approach, the feature extraction and the distance measurement are integrated
around the Grassmann kernel, resulting in a simpler
and better-understood formulation.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1905,Introduction,"['Quantitative evidence (e.g. experiments)', 'Applies to real world']","In Sec. 6 we test the proposed algorithm for
face recognition and object categorization tasks.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1909,Conclusion,"['Formal description/analysis', 'Theoretical guarantees', 'Performance', 'State-of-the-art', 'Applies to real world']"," In addition to having
theoretically sound grounds, the proposed method also
outperformed state-of-the-art methods in two experiments with real data. ","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1910,Conclusion,['Understanding (for researchers)'],"As a future work, we are pursuing a better understanding of probabilistic distributions on the Grassmann manifold.","Grassmann Discriminant Analysis:
a Unifying View on Subspace-Based Learning",http://icml2008.cs.helsinki.fi/papers/312.pdf
1911,abstract,['Generality'],Clustering data in high dimensions is believed to be a hard problem in general. ,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1912,abstract,"['Efficiency', 'Building on recent work']","A number of efficient clustering algorithms developed in recent years address this problem by projecting the data into a lowerdimensional subspace, e.g. via Principal Components Analysis (PCA) or random projections, before clustering. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1914,abstract,['Successful'],"Under the assumption that the views are uncorrelated given the cluster label, we show that the separation conditions required for the algorithm to be successful are significantly weaker than prior results in the literature. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1915,abstract,['Quantitative evidence (e.g. experiments)'],We provide results for mixtures of Gaussians and mixtures of log concave distributions. ,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1916,abstract,['Quantitative evidence (e.g. experiments)'],We also provide empirical support from audio-visual speaker clustering (where we desire the clusters to correspond to speaker ID) and from hierarchical Wikipedia document clustering (where one view is the words in the document and the other is the link structure).,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1917,introduction ,['Flexibility/Extensibility'],"The multi-view approach to learning is one in which we have ‘views’ of the data (sometimes in a rather abstract sense) and the goal is to use the relationship between these views to alleviate the difficulty of a learning problem of interest (Blum & Mitchell, 1998; Kakade & Foster, 2007; Ando & Zhang, 2007). ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1919,introduction ,['Understanding (for researchers)'],Much recent work has been done on understanding under what conditions we can learn a mixture model.,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1921,introduction ,['Easy to work with'],"Under no restrictions on the underlying mixture, this problem is considered to be hard. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1923,introduction ,"['Efficiency', 'Building on recent work']","In fact, the focus of recent clustering algorithms (Dasgupta, 1999; Vempala & Wang, 2002; Achlioptas & McSherry, 2005; Brubaker & Vempala, 2008) is on efficiently learning with as little separation as possible. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1926,introduction ,['Applies to real world'],"There are many natural applications for which this assumption applies. For example, we can consider multi-modal views, with one view being a video stream and the other an audio stream, of a speaker — here, conditioned on the speaker identity and maybe the phoneme (both of which could label the generating cluster), the views may be uncorrelated. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1927,introduction ,"['Quantitative evidence (e.g. experiments)', 'Qualitative evidence (e.g. examples)']","A second example is the words and link structure in a document from a corpus such as Wikipedia – here, conditioned on the category of each document, the words in it and its link structure may be uncorrelated. In this paper, we provide experiments for both settings.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1928,introduction ,"['Simplicity', 'Efficiency']","Under this multi-view assumption, we provide a simple and efficient subspace learning method, based on Canonical Correlation Analysis (CCA). ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1930,introduction ,['Approximation'],"The intuitive reason for this is that under our multi-view assumption, we are able to (approximately) find the low-dimensional subspace spanned by the means of the component distributions. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1931,introduction ,['Important'],"This subspace is important, because, when projected onto this subspace, the means of the distributions are well-separated, yet the typical distance between points from the same distribution is smaller than in the original space. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1932,introduction ,['Scales up'],"The number of samples we require to cluster correctly scales as O(d), where d is the ambient dimension. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1933,introduction ,"['Quantitative evidence (e.g. experiments)', 'Performance']","Finally, we show through experiments that CCA-based algorithms consistently provide better performance than standard PCA-based clustering methods when applied to datasets in the two quite different domains of audiovisual speaker clustering and hierarchical Wikipedia document clustering by category.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1935,Related Work,"['Simplicity', 'Efficiency']",Related Work. Most provably efficient clustering algorithms first project the data down to some lowdimensional space and then cluster the data in this lower dimensional space (an algorithm such as single linkage usually suffices here). ,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1937,Related Work,"['Efficiency', 'Building on recent work', 'Improvement']","One of the first provably efficient algorithms for learning mixture models is due to (Dasgupta, 1999), who learns a mixture of spherical Gaussians by randomly projecting the mixture onto a low-dimensional subspace. (Vempala & Wang, 2002) provide an algorithm with an improved separation requirement that learns a mixture of k spherical Gaussians, by projecting the mixture down to the k-dimensional subspace of highest variance.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1938,Related Work,['Building on recent work'],"(Kannan et al., 2005; Achlioptas & McSherry, 2005) extend this result to mixtures of general Gaussians; however, they require a separation proportional to the maximum directional standard deviation of any mixture component. (Chaudhuri & Rao, 2008) use a canonical correlations-based algorithm to learn mixtures of axis aligned Gaussians with a separation proportional to σ* , the maximum directional standard deviation in the subspace containing the means of the distributions. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1939,Related Work,['Building on recent work'],"Their algorithm requires a coordinateindependence property, and an additional “spreading” condition. None of these algorithms are affine invariant.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1940,Related Work,"['Generality', 'Building on recent work']","Finally, (Brubaker & Vempala, 2008) provide an affineinvariant algorithm for learning mixtures of general Gaussians, so long as the mixture has a suitably low Fisher coefficient when in isotropic position. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1941,Related Work,['Building on recent work'],"However, their separation involves a large polynomial dependence on 1 wmin. The two results most closely related to ours are the work of (Vempala & Wang, 2002) and (Chaudhuri & Rao, 2008). (Vempala & Wang, 2002) show that it is sufficient to find the subspace spanned by the means of the distributions in the mixture for effective clustering. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1944,Related Work,['Building on recent work'],"We borrow techniques from both of these papers. (Blaschko & Lampert, 2008) propose a similar algorithm for multi-view clustering, in which data is projected onto the top directions obtained by kernel CCA across the views. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1945,Related Work,"['Quantitative evidence (e.g. experiments)', 'Performance']","They show empirically that for clustering images using the associated text as a second view (where the target clustering is a human-defined category), CCA-based clustering methods out-perform PCA-based algorithms.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1946,This Work,['Formal description/analysis'],"This Work. Our input is data on a fixed set of objects from two views, where View j is assumed to be generated by a mixture of k Gaussians (D j 1 , . . . , Dj k ), for j = 1, 2. To generate a sample, a source i is picked with probability wi, and x) and x(2) in Views 1 and 2are drawn from distributions D1 and D2.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1947,This Work,['Building on classic work'],"Followin prior theoretical work, our goal is to show that our algorithm recovers the correct clustering, provided th input mixture obeys certain conditons. We impose two requirements on these mixtures. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1949,This Work,['Generality'],"Moreover, this condition allows the distributions in the mixture within each view to be completely general, so long as they are uncorrelated across views. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1950,This Work,['Robustness'],"Although we do not prove this, our algorithm seems robust to small deviations from this assumption. Second, we require the rank of the CCA matrix across the views to be at least k − 1, when each view is in isotropic position, and the k − 1-th singular value of this matrix to be at least λmin. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1953,This Work,['Large scale'],"Here µ 1 i is the mean of the i-th component in View 1 and σ ∗ is the maximum directional standard deviation in the subspace containing the means in View 1. Moreover, the number of samples required to learn this mixture grows (almost) linearly with d.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1956,This Work,"['Building on recent work', 'Improvement']","To get our improved sample complexity bounds, we use a result due to (Rudelson & Vershynin, 2007) which may be of independent interest.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1957,This Work,['Improvement'],We stress that our improved results are really due to the multi-view condition. ,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1958,This Work,['Simplicity'],"Had we simply combined the data from both views, and applied previous algorithms on the combined data, we could not have obtained our guarantees. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1959,This Work,['Successful'],"We also emphasize that for our algorithm to cluster successfully, it is sufficient for the distributions in the mixture to obey the separation condition in one view, so long as the multi-view and rank conditions are obeyed.",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1960,This Work,"['Quantitative evidence (e.g. experiments)', 'Performance']","Finally, we study through experiments the performance of CCA-based algorithms on data sets from two different domains. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1962,This Work,"['Robustness', 'Performance']","Our experiments show that CCA-based algorithms perform better than PCAbased algorithms on audio data and just as well on image data, and are more robust to occlusions of the images. ",Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1964,This Work,['Performance'],Our experiments show that a CCAbased hierarchical clustering algorithm out-performs PCA-based hierarchical clustering for this data.,Multi-View Clustering via Canonical Correlation Analysis,https://dl.acm.org/doi/pdf/10.1145/1553374.1553391?casa_token=aNz0Wqwm8E0AAAAA:MdMCPQZZnRpr3523PDE07KVNiF-i8o4zuykkMjVmzRarLahr-ABLH689DHsMcJuBBzJLzPzLntT_5Q
1965,abstract,['Theoretical guarantees'],This paper presents a theoretical analysis of the problem of domain adaptation with multiple sources. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1966,abstract,['Formal description/analysis'],"For each source domain, the distribution over the input points as well as a hypothesis with error at most ǫ are given. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1967,abstract,['Scientific methodology'],The problem consists of combining these hypotheses to derive a hypothesis with small error with respect to the target domain. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1968,abstract,['Theoretical guarantees'],We present several theoretical results relating to his problem. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1969,abstract,['Theoretical guarantees'],"In particular, we prove that standard convex combinations of the source hypotheses may in fact perform very poorly and that, instead, combinations weighted by the source distributions benefit from favorable theoretical guarantees.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1970,abstract,['Quantitative evidence (e.g. experiments)'],"Our main result shows that, remarkably, for any fixed target function, there exists a distribution weighted combining rule that has a loss of at most ǫ with respect to any target mixture of the source distributions. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1971,abstract,['Generalization'],We further generalize the setting from a single target function to multiple consistent target functions and show the existence of a combining rule with error at most 3ǫ. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1972,abstract,"['Quantitative evidence (e.g. experiments)', 'Applies to real world']","Finally, we report empirical results for a multiple source adaptation problem with a real-world dataset.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1973,introduction ,['Valid assumptions'],"A common assumption in theoretical models of learning such as the standard PAC model [16], as well as in the design of learning algorithms, is that training instances are drawn according to the same distribution as the unseen test examples. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1974,introduction ,['Valid assumptions'],"In practice, however, there are many cases where this assumption does not hold. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1975,introduction ,"['Generalization', 'Successful']","There can be no hope for generalization, of course, when the training and test distributions vastly differ, but when they are less dissimilar, learning can be more successful.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1976,introduction ,['Data efficiency'],"A typical situation is that of domain adaptation where little or no labeled data is at one’s disposal for the target domain, but large amounts of labeled data from a source domain somewhat similar to the target, or hypotheses derived from that source, are available instead. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1977,introduction ,['Used in practice/Popular'],"This problem arises in a variety of applications in natural language processing [4, 7, 10], speech processing [8, 9, 11, 13–15], computer vision [12], and many other areas.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1979,introduction ,['Qualitative evidence (e.g. examples)'],"An example is the problem of sentiment analysis which consists of classifying a text sample such as a movie review, restaurant rating, or discussion boards, or other web pages. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1981,introduction ,['Formal description/analysis'],"We will consider the following problem of multiple source adaptation. For each source i ∈ [1, k], the learner receives the distribution Di of the input points corresponding to that source as well as a hypothesis hi with loss at most ǫ on that source. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1986,introduction ,['Large scale'],"In practice, Di is estimated from large amounts of unlabeled points typically available from source i.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1987,introduction ,['Data efficiency'],An alternative set-up for domain adaptation with multiple sources is one where the learner is not supplied with a good hypothesis hi for each source but where instead he has access to the labeled training data for each source domain. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1988,introduction ,['Label efficiency (reduced need for labeled data)'],A natural solution consists then of combining the raw labeled data from each source domain to form a new sample more representative of the target distribution and use that to train a learning algorithm. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1990,introduction ,"['Simplicity', 'Theoretical guarantees']","However, several empirical observations motivated our study of hypothesis combination, in addition to the theoretical simplicity and clarity of this framework.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1992,introduction ,['Memory efficiency'],"This is because such models are typically obtained as a result of training based on many hours of speech with files occupying hundreds of gigabytes of disk space, while the models derived require orders of magnitude less space. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1994,introduction ,"['Low cost', 'Reduced training time']","Secondly, a combined data set can be substantially larger than each domain-specific data set, which can significantly increase the computational cost of training and make it prohibitive for some algorithms. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1996,introduction ,['Theoretical guarantees'],Few theoretical studies have been devoted to the problem of adaptation with multiple sources. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1997,introduction ,"['Building on classic work', 'Building on recent work']","BenDavid et al. [1] gave bounds for single source adaptation, then Blitzer et al. [3] extended the work to give a bound on the error rate of a hypothesis derived from a weighted combination of the source data sets for the specific case of empirical risk minimization. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
1998,introduction ,['Building on recent work'],"Crammer et al. [5, 6] also addressed a problem where multiple sources are present but the nature of the problem differs from adaptation since the distribution of the input points is the same for all these sources, only the labels change due to varying amounts of noise. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2000,introduction ,['Theoretical guarantees'],We present several theoretical results relating to this problem. We examine two types of hypothesis combination. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2001,introduction ,['Simplicity'],The first type is simply based on convex combinations of the k hypotheses hi. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2003,introduction ,"['Simplicity', 'Qualitative evidence (e.g. examples)']","Namely, we give a simple example of two distributions and two matching hypotheses each with zero error for their respective distribution, but such that any convex combination ha expected absolute loss of 1/2 for the equal mixture of the distributions. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2004,introduction ,['Identifying limitations'],This points out a potentiall significant weakness of a convex combination. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2008,introduction ,['Quantitative evidence (e.g. experiments)'],"Our main result shows that, remarkably, for any fixed target function, there exists a distribution weighted combining rule that has a loss of at most ǫ with respect to any mixture of the k distributions. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2009,introduction ,['Theoretical guarantees'],We also show that there exists a distribution weighted combining rule that has loss at most 3ǫ with respect to any consistent target function (one for which each hi has loss ǫ on Di) and any mixture of the k distributions. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2010,introduction ,['Theoretical guarantees'],"In some sense, our results establish that the distribution weighted hypothesis combination is the “right” combination rule, and that it also benefits from a well-founded theoretical guarantee.",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2013,introduction ,['Simplicity'],"In Section 4, we give a simple method to produce an error of Θ(kǫ) that does not require the prior knowledge of the mixture parameters of the target distribution. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
